"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Mackenzie Junction","Apr","mean",2.85,Inf,-Inf,0.74,930.25,67.68,-3.23,1.22,339.92,-Inf,183.78,0.13,NA,NA,NA,22.18,NA
"Mackenzie Junction","Apr","max",12.75,Inf,23.83,17.8,950.35,95.82,7.01,3.52,89.78,13.54,320.71,0.16,-Inf,-Inf,-Inf,98.5,-Inf
"Mackenzie Junction","Apr","min",-13.56,-27.21,-Inf,0,906.53,47.88,-20.17,0,270.77,-Inf,36.19,0.1,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Apr","obs_na",30,0,0,60,30,30,30,30,30,0,30,242,362,362,362,30,362
"Mackenzie Junction","May","mean",9.67,Inf,-Inf,1.21,931.25,63.91,2.01,1.24,334.61,-Inf,228.55,0.12,NA,NA,NA,22.52,NA
"Mackenzie Junction","May","max",19.38,Inf,28.84,18.6,947.72,95.28,11.29,3.03,88.97,13.54,349.22,0.15,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","May","min",1.41,-8.6,-Inf,0,918.31,32.88,-10.31,0,270.9,-Inf,43.49,0.1,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","May","obs_na",31,0,0,62,31,31,31,31,31,0,31,257,403,403,403,31,403
"Mackenzie Junction","Jun","mean",13.38,Inf,-Inf,2.02,930.41,69.41,7,1.24,337.26,-Inf,237.46,0.11,NA,NA,NA,28.09,NA
"Mackenzie Junction","Jun","max",27.46,Inf,38.7,46.4,942.71,95.94,17.12,2.63,89.56,18,381.55,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Jun","min",4.17,-1.96,-Inf,0,916.35,43.77,-1.12,0,271.72,-Inf,37.45,0.06,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Jun","obs_na",30,0,0,41,34,30,30,30,30,0,42,231,390,390,390,30,390
"Mackenzie Junction","Jul","mean",15.76,Inf,-Inf,1.72,932.66,70.96,9.63,1.12,329.8,-Inf,228.18,0.11,NA,NA,NA,29.39,NA
"Mackenzie Junction","Jul","max",24.46,Inf,35.02,26,944.99,95.41,15.09,2.66,89.55,14.29,368.65,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Jul","min",9.02,0.91,-Inf,0,921.4,41.5,1.13,0.02,271.14,-Inf,53.43,0,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Jul","obs_na",31,0,0,31,62,31,31,31,31,0,86,217,403,403,403,31,403
"Mackenzie Junction","Aug","mean",14.59,Inf,-Inf,1.42,931.65,72.83,8.97,1.07,330.68,-Inf,189.74,0.09,NA,NA,NA,34.86,NA
"Mackenzie Junction","Aug","max",22.83,Inf,33.57,25.2,945.67,96.65,16.54,2.63,89.36,15.4,361.48,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Aug","min",6.05,-2.07,-Inf,0,915.44,42.95,0.49,0.04,270.03,-Inf,42.08,0,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Aug","obs_na",7,0,0,7,12,7,7,7,7,0,69,253,403,403,403,7,403
"Mackenzie Junction","Sep","mean",9.35,2.79,16.29,1.47,931.37,79.1,5.44,1.05,332.45,6.39,122.58,0.09,NA,NA,NA,42.83,NA
"Mackenzie Junction","Sep","max",19.45,14.07,29.41,26.2,951.64,95.98,12.72,2.95,89.85,18.74,231.6,0.17,-Inf,-Inf,-Inf,98.01,-Inf
"Mackenzie Junction","Sep","min",-2.34,-9.85,4.45,0,904.26,47.45,-7.6,0.02,270.2,2.01,17.7,0.01,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,60,210,390,390,390,0,390
"Mackenzie Junction","Oct","mean",2.84,-1.68,7.51,1.91,930.66,83.76,0.13,1.02,342.63,5.78,62.97,0.12,NA,NA,NA,46.21,NA
"Mackenzie Junction","Oct","max",14.36,10.25,22.18,29.2,952.05,97.53,9.93,3.29,89.25,14.29,159.52,0.17,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Oct","min",-14.93,-22.63,-9.68,0,908.43,57.23,-17.83,0,270.15,0,6.96,0.02,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Oct","obs_na",0,0,0,31,0,0,0,0,0,0,41,217,376,376,376,0,376
"Mackenzie Junction","Nov","mean",-3.87,-7.42,-0.73,1.51,929.36,88.35,-5.57,0.88,354.59,5.29,25.66,0.1,NA,NA,NA,44.4,NA
"Mackenzie Junction","Nov","max",9.75,6.48,14.07,28.2,952.94,97.84,7.34,3.29,89.96,15.03,78.73,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Nov","min",-23.97,-28.09,-19.06,0,904.02,52.31,-27.88,0,270.43,0,3.16,0.03,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Nov","obs_na",0,0,0,30,0,0,0,0,0,0,0,210,360,360,360,0,360
"Mackenzie Junction","Dec","mean",-8.68,-12.46,-5.47,0.65,930.14,88.55,-10.24,0.73,345.05,4.59,16.73,0.09,NA,NA,NA,38.86,NA
"Mackenzie Junction","Dec","max",3.62,2.4,6.96,21,961,97.85,1.33,3.19,89.74,12.43,47.27,0.15,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Dec","min",-30.77,-40.06,-26.02,0,902.71,67.02,-33.63,0,271.14,0,2.17,0.03,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Dec","obs_na",0,0,0,31,0,0,0,0,1,0,0,238,372,372,372,0,372
"McDonnel","Jan","mean",NA,Inf,-Inf,0.71,901.1,NA,NA,0.07,10.86,3.57,22.34,0.39,0.44,0.52,0.55,NA,NA
"McDonnel","Jan","max",-Inf,Inf,-Inf,11.4,913.4,-Inf,-Inf,0.65,87.11,8.05,61.86,0.4,0.54,0.52,0.81,-Inf,-Inf
"McDonnel","Jan","min",Inf,Inf,-Inf,0,881.95,Inf,Inf,0,272.25,0,2.85,0.36,0.37,0.51,0.42,Inf,Inf
"McDonnel","Jan","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,0,0,0,31,31
"McDonnel","Feb","mean",NA,Inf,-Inf,1.81,905.66,NA,NA,0.19,11.38,5.54,55.77,0.39,0.49,0.52,1.06,NA,NA
"McDonnel","Feb","max",-Inf,Inf,-Inf,15,919.57,-Inf,-Inf,1.07,85.18,10.07,118.11,0.4,0.59,0.52,1.2,-Inf,-Inf
"McDonnel","Feb","min",Inf,Inf,-Inf,0,894.42,Inf,Inf,0,272.55,2.52,15.03,0.37,0.38,0.51,0.84,Inf,Inf
"McDonnel","Feb","obs_na",28,0,0,0,0,28,28,0,0,0,0,0,10,0,0,28,28
"McDonnel","Mar","mean",NA,Inf,-Inf,0.97,901.57,NA,NA,0.19,12.92,5.44,116.42,0.4,0.58,0.52,1.09,NA,NA
"McDonnel","Mar","max",-Inf,Inf,-Inf,8.2,916.52,-Inf,-Inf,0.55,69.9,9.56,196.55,0.41,0.58,0.52,1.18,-Inf,-Inf
"McDonnel","Mar","min",Inf,Inf,-Inf,0,890.01,Inf,Inf,0.02,304.71,3.52,61.66,0.38,0.58,0.51,0.96,Inf,Inf
"McDonnel","Mar","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,30,0,0,31,31
"McDonnel","Apr","mean",NA,Inf,-Inf,1.43,900.3,NA,NA,0.37,358.09,6.68,185.16,0.4,0.58,0.52,0.86,NA,NA
"McDonnel","Apr","max",-Inf,Inf,-Inf,12,911.77,-Inf,-Inf,1.32,71.72,11.58,264.73,0.41,0.6,0.52,1.18,-Inf,-Inf
"McDonnel","Apr","min",Inf,Inf,-Inf,0,876.87,Inf,Inf,0.08,288.34,4.53,78.01,0.39,0.57,0.5,0.52,Inf,Inf
"McDonnel","Apr","obs_na",30,0,0,0,0,30,30,0,0,0,0,0,27,0,0,30,30
"McDonnel","May","mean",NA,Inf,-Inf,1.6,900.66,NA,NA,0.24,7,5.52,189.72,0.4,0.46,0.51,1.73,NA,NA
"McDonnel","May","max",-Inf,Inf,-Inf,11.2,914.08,-Inf,-Inf,0.52,58.2,7.05,321.92,0.41,0.59,0.51,6.27,-Inf,-Inf
"McDonnel","May","min",Inf,Inf,-Inf,0,891.9,Inf,Inf,0,283.01,2.52,86.87,0.39,0.36,0.5,0.84,Inf,Inf
"McDonnel","May","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,20,0,0,31,31
"McDonnel","Jun","mean",NA,Inf,-Inf,1.65,903.59,NA,NA,0.28,14.34,6.46,224.87,0.4,0.36,0.52,9.31,NA,NA
"McDonnel","Jun","max",-Inf,Inf,-Inf,11.4,913.9,-Inf,-Inf,0.69,63.88,10.07,348.64,0.4,0.39,0.52,12.53,-Inf,-Inf
"McDonnel","Jun","min",Inf,Inf,-Inf,0,892.65,Inf,Inf,0.02,313.3,3.52,66.24,0.39,0.35,0.51,6.4,Inf,Inf
"McDonnel","Jun","obs_na",30,0,0,0,0,30,30,0,0,0,0,0,0,0,0,30,30
"McDonnel","Jul","mean",13.51,Inf,-Inf,1.51,910.76,74.96,8.42,0.34,33.65,5.54,212.94,0.34,0.42,0.3,12.64,NA,NA
"McDonnel","Jul","max",20.41,Inf,31.15,15.6,919.92,92.93,12.6,1.09,89.55,7.55,339.1,0.4,0.55,0.52,14.97,-Inf,-Inf
"McDonnel","Jul","min",8.44,2.45,-Inf,0,901.92,54.2,5.05,0,271.73,3.52,89.84,0.26,0.35,0.22,10.94,Inf,Inf
"McDonnel","Jul","obs_na",5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,55,55
"McDonnel","Aug","mean",13.4,6.73,20.51,1.17,909.77,75.06,8.34,0.3,24.53,5.37,179.29,0.29,0.39,0.24,12.92,NA,NA
"McDonnel","Aug","max",19.36,12.87,30.75,23.2,920.08,95.65,12.5,1.17,79.03,9.56,295.45,0.37,0.46,0.27,14.73,-Inf,-Inf
"McDonnel","Aug","min",5.77,0.74,9.93,0,897.8,57.39,3.34,0,275.7,2.52,59.73,0.2,0.36,0.2,10.32,Inf,Inf
"McDonnel","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62
"McDonnel","Sep","mean",8.79,Inf,-Inf,1.98,907.1,80.99,5.11,0.17,10.09,4.91,119.54,0.29,0.4,0.28,9.7,NA,NA
"McDonnel","Sep","max",12.66,Inf,22.27,17.8,925.08,94.86,10.28,0.63,85.56,8.05,216.13,0.39,0.57,0.51,12.8,-Inf,-Inf
"McDonnel","Sep","min",5.24,-2.42,-Inf,0,884.4,68.51,0.7,0,280.67,2.01,36.08,0.23,0.34,0.22,7.69,Inf,Inf
"McDonnel","Sep","obs_na",28,0,0,0,0,28,28,0,0,0,0,0,0,0,0,60,60
"McDonnel","Oct","mean",5.52,Inf,-Inf,1.48,905.1,86.86,3.25,0.21,359.81,5.1,67.22,0.32,0.41,0.38,5.92,NA,NA
"McDonnel","Oct","max",9.48,Inf,20.39,15.8,925.74,95.8,7.42,1.68,88.33,11.07,135.56,0.4,0.56,0.51,9.55,-Inf,-Inf
"McDonnel","Oct","min",-3,-7.48,-Inf,0,877.63,72.27,-3.76,0,270.68,2.01,14.2,0.24,0.22,0.22,2.87,Inf,Inf
"McDonnel","Oct","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,0,0,0,57,57
"McDonnel","Nov","mean",NA,Inf,-Inf,1.82,895.2,NA,NA,0.13,359.85,4.56,24.53,0.39,0.53,0.51,2.21,NA,NA
"McDonnel","Nov","max",-Inf,Inf,-Inf,16.4,906.54,-Inf,-Inf,0.88,88.51,9.56,75.5,0.4,0.59,0.52,2.88,-Inf,-Inf
"McDonnel","Nov","min",Inf,Inf,-Inf,0,880.71,Inf,Inf,0,285.92,0,5.29,0.37,0.47,0.5,1.95,Inf,Inf
"McDonnel","Nov","obs_na",30,0,0,0,0,30,30,0,0,0,0,0,0,0,0,30,30
"McDonnel","Dec","mean",NA,Inf,-Inf,0,895.96,NA,NA,0,11.92,0.1,7.61,0.39,0.42,0.52,1.37,NA,NA
"McDonnel","Dec","max",-Inf,Inf,-Inf,0,914.52,-Inf,-Inf,0,89.16,3.02,14.35,0.4,0.55,0.52,2.02,-Inf,-Inf
"McDonnel","Dec","min",Inf,Inf,-Inf,0,872.45,Inf,Inf,0,275.27,0,1.49,0.37,0.37,0.51,0.49,Inf,Inf
"McDonnel","Dec","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,0,0,0,31,31
"Middlefork Creek","Jan","mean",-16.59,Inf,-Inf,0.19,897.69,82.74,-19,0.86,350.95,-Inf,22.36,0.12,NA,NA,NA,NA,NA
"Middlefork Creek","Jan","max",4.77,Inf,11.77,10.6,927.18,100,-1.21,3.83,89.97,18.74,83.11,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Jan","min",-43.7,-53.55,-Inf,0,868.99,44.29,-48.3,0,270.35,-Inf,0.6,0.09,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Jan","obs_na",62,0,0,62,62,62,62,62,62,0,62,372,465,465,465,465,465
"Middlefork Creek","Feb","mean",-15.26,Inf,-Inf,0.13,899.31,77.06,-18.77,1.01,357.7,-Inf,63.45,0.11,NA,NA,NA,NA,NA
"Middlefork Creek","Feb","max",6.08,Inf,11.77,4,925.07,99.49,-2.2,4.28,89.57,15.4,119.87,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Feb","min",-37.7,-50.4,-Inf,0,872.81,40.04,-41.58,0,270.42,-Inf,9.83,0.08,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Feb","obs_na",56,0,0,56,56,56,56,56,56,0,56,339,424,424,424,424,424
"Middlefork Creek","Mar","mean",-10.6,Inf,-Inf,0.18,898.63,71.88,-15.49,1.25,357.09,-Inf,124.2,0.11,NA,NA,NA,NA,NA
"Middlefork Creek","Mar","max",4.71,Inf,19.77,4.8,924.39,97.71,-2.01,4.94,89.56,15.4,222.54,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Mar","min",-34.55,-47.71,-Inf,0,871.35,44.67,-41.25,0.13,270.75,-Inf,23.53,0.08,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Mar","obs_na",62,0,0,62,62,62,62,62,62,0,62,372,465,465,465,465,465
"Middlefork Creek","Apr","mean",-1.69,Inf,-Inf,0.46,900.17,69.42,-7.9,1.34,358.11,-Inf,183.17,0.13,NA,NA,NA,NA,NA
"Middlefork Creek","Apr","max",8.98,Inf,22.09,10.6,921.44,100,3.11,4.05,89.97,17.07,307.33,0.22,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Apr","min",-20.45,-38.11,-Inf,0,876.15,44.12,-25.75,0.25,270.09,-Inf,26.62,0.09,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Apr","obs_na",60,0,0,60,60,60,60,60,60,0,60,360,450,450,450,450,450
"Middlefork Creek","May","mean",5.93,Inf,-Inf,1.71,901.48,68.02,-1.36,1.25,0.97,-Inf,224.85,0.34,NA,NA,NA,NA,NA
"Middlefork Creek","May","max",14.85,Inf,28.74,26.2,921.05,100,8.36,3.76,89.39,18.18,364.01,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","May","min",-9.14,-19.49,-Inf,0,888.45,35.77,-15.02,0.06,270.38,-Inf,24.89,0.13,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","May","obs_na",87,0,0,87,87,87,87,87,87,0,87,372,465,465,465,465,465
"Middlefork Creek","Jun","mean",10.49,Inf,-Inf,3.81,900.08,73.01,4.36,1.08,6.1,-Inf,219.3,0.28,NA,NA,NA,NA,NA
"Middlefork Creek","Jun","max",23.89,Inf,36.5,94.2,914.33,100,15.38,4.37,89.97,14.09,384.94,0.43,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Jun","min",0.64,-7.33,-Inf,0,888.48,33.17,-6.67,0,270.73,-Inf,27.02,0.22,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Jun","obs_na",90,0,0,90,90,90,90,90,90,0,90,360,450,450,450,450,450
"Middlefork Creek","Jul","mean",12.49,Inf,-Inf,3.43,902.5,75.35,6.98,0.94,6.24,-Inf,222.27,0.25,NA,NA,NA,NA,NA
"Middlefork Creek","Jul","max",19.51,Inf,32.34,60,916.58,100,14.93,2.62,89.91,13.92,374.53,0.42,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Jul","min",4.83,-6.31,-Inf,0,889.1,45.8,-3.48,0.08,270.05,-Inf,35.21,0.17,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Jul","obs_na",93,0,0,93,93,93,93,93,93,0,93,392,485,485,485,485,485
"Middlefork Creek","Aug","mean",10.81,Inf,-Inf,2.89,901.29,77.52,5.89,0.96,8.28,-Inf,182.88,0.26,NA,NA,NA,NA,NA
"Middlefork Creek","Aug","max",20.37,Inf,30.95,80.2,915.86,100,14.32,3.25,89.62,13.09,308.23,0.35,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Aug","min",-0.65,-8.46,-Inf,0,879.33,54.62,-2.31,0.04,270.56,-Inf,17.18,0.21,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Aug","obs_na",68,0,0,68,68,68,68,68,68,0,68,382,476,476,476,476,476
"Middlefork Creek","Sep","mean",5.63,Inf,-Inf,1.27,900.05,77.11,0.7,1.05,0.4,-Inf,129.89,0.28,NA,NA,NA,NA,NA
"Middlefork Creek","Sep","max",16.55,Inf,32.59,49.4,916.78,100,9.47,3.9,89.92,13.73,247.7,0.37,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Sep","min",-8.05,-18.05,-Inf,0,876.87,45.75,-12.57,0,270.07,-Inf,10.71,0.25,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Sep","obs_na",42,0,0,42,42,42,42,42,42,0,42,360,450,450,450,450,450
"Middlefork Creek","Oct","mean",-1.87,Inf,-Inf,0.53,898.63,81.34,-5.35,1.03,353.38,-Inf,70.02,0.27,NA,NA,NA,NA,NA
"Middlefork Creek","Oct","max",12.01,Inf,25.17,10.2,920.44,100,5.11,4.01,89.5,16.1,147.9,0.33,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Oct","min",-26.41,-35.06,-Inf,0,875.65,38.15,-29.54,0,271.77,-Inf,5.56,0.14,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Oct","obs_na",31,0,0,31,31,31,31,31,31,0,31,372,465,465,465,465,465
"Middlefork Creek","Nov","mean",-12.84,Inf,-Inf,0.21,896.63,85.26,-15,0.86,355.38,-Inf,29.89,0.18,NA,NA,NA,NA,NA
"Middlefork Creek","Nov","max",4.88,Inf,11.56,7.6,919.03,100,0.67,3.22,89.97,12.06,124.4,0.32,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Nov","min",-35.79,-41.33,-Inf,0,872.27,48.77,-39.23,0,270.45,-Inf,4.41,0.12,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Nov","obs_na",30,0,0,30,30,30,30,30,30,0,30,360,450,450,450,450,450
"Middlefork Creek","Dec","mean",-19.1,Inf,-Inf,0.05,897.96,82.91,-21.36,0.66,351.1,-Inf,10.89,0.12,NA,NA,NA,NA,NA
"Middlefork Creek","Dec","max",5.42,Inf,10.99,6.2,929.74,99.8,0.28,3.94,89.9,14.29,48.67,0.16,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","Dec","min",-46.5,-50.4,-Inf,0,868.75,48.44,-51.27,0,270.07,-Inf,0.6,0.1,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","Dec","obs_na",46,0,0,46,47,46,46,46,46,0,47,372,465,465,465,465,465
"Mt Edziza","Jan","mean",-8.12,-10.02,-6.31,NA,820.51,89.12,-9.89,0.75,NA,3.27,17.92,NA,NA,NA,NA,NA,NA
"Mt Edziza","Jan","max",1.89,0.66,3.22,-Inf,842.1,100,-0.38,9.04,-Inf,20.18,34.41,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Jan","min",-26.04,-28.79,-22.99,Inf,795.48,32.31,-27.78,0,Inf,0,5.6,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Jan","obs_na",0,0,0,93,0,0,0,0,93,0,62,93,93,93,93,93,93
"Mt Edziza","Feb","mean",-10.27,-12.68,-7.92,NA,822.89,85.77,-12.54,1.16,NA,6.26,49.41,NA,NA,NA,NA,NA,NA
"Mt Edziza","Feb","max",-1.07,-1.96,0.61,-Inf,841.21,100,-1.24,9.87,-Inf,29.69,101.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Feb","min",-23.3,-26.91,-20.26,Inf,802.62,26.96,-27.53,0,Inf,0,9.77,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Feb","obs_na",0,0,0,85,2,0,0,0,85,0,56,85,85,85,85,85,85
"Mt Edziza","Mar","mean",-8.17,-10.47,-5.51,NA,819.85,86.92,-10.16,1.62,NA,7.45,110.78,NA,NA,NA,NA,NA,NA
"Mt Edziza","Mar","max",9.19,5.8,14.55,-Inf,838.59,99.43,-0.11,8.06,-Inf,19.03,197.7,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Mar","min",-23.67,-25.73,-22.22,Inf,805.32,39,-25.47,0,Inf,0,58.27,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Mar","obs_na",0,0,0,93,49,0,0,0,93,0,62,93,93,93,93,93,93
"Mt Edziza","Apr","mean",-2.57,-5.31,0.36,NA,825.61,82.58,-5.38,1.44,NA,8.22,157.6,NA,NA,NA,NA,NA,NA
"Mt Edziza","Apr","max",5.42,3.12,11.57,-Inf,834.3,99.87,1.83,6.66,-Inf,19.8,244.16,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Apr","min",-11.51,-13.66,-9.54,Inf,812.92,56.59,-17.34,0,Inf,0,86.76,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Apr","obs_na",0,0,0,90,32,0,0,0,90,0,60,90,90,90,90,90,90
"Mt Edziza","May","mean",2.7,-0.11,5.81,NA,829.88,78.47,-1.33,2.43,NA,11.26,195.79,NA,NA,NA,NA,NA,NA
"Mt Edziza","May","max",11.41,8,15.77,-Inf,841.75,100,3.08,12.1,-Inf,24.74,306.61,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","May","min",-2.69,-6.33,-0.7,Inf,811.07,33.9,-6.88,0,Inf,0,59.1,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","May","obs_na",0,0,0,93,33,0,0,0,93,0,62,93,93,93,93,93,93
"Mt Edziza","Jun","mean",5.86,2.48,9.61,NA,830.88,77.83,1.82,2.37,NA,10.99,212.78,NA,NA,NA,NA,NA,NA
"Mt Edziza","Jun","max",19.06,15.63,25.02,-Inf,842.53,99.17,7.61,9.01,-Inf,20.56,346.25,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Jun","min",-0.77,-2.45,0.36,Inf,820.7,33.1,-2.8,0,Inf,4.57,103.89,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Jun","obs_na",0,0,0,90,30,0,0,0,90,0,60,90,90,90,90,90,90
"Mt Edziza","Jul","mean",7.64,4.91,11.04,NA,833.52,86.14,5.21,1.87,NA,9.48,152.56,NA,NA,NA,NA,NA,NA
"Mt Edziza","Jul","max",15.38,11.88,19.67,-Inf,845.41,100,9.7,8.99,-Inf,18.65,321.61,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Jul","min",1.79,0.16,2.37,Inf,826.11,48.99,-1.23,0,Inf,0.76,40.4,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Jul","obs_na",0,0,0,75,13,0,0,0,75,0,44,75,75,75,75,75,75
"Mt Edziza","Aug","mean",8.54,5.72,11.52,2.65,834.13,81.81,5.11,2.76,NA,10.49,135.79,NA,NA,NA,NA,NA,NA
"Mt Edziza","Aug","max",18.17,14.24,22.85,17.6,847.4,100,8.2,9.12,-Inf,23.98,275.78,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Aug","min",1.84,0.44,3.09,0,824.27,43.45,0.52,0,Inf,3.05,50.98,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Aug","obs_na",0,0,0,36,0,0,0,0,62,0,31,62,62,62,62,62,62
"Mt Edziza","Sep","mean",2.81,0.89,5.04,1.62,828.69,89.22,1.04,3.7,NA,11.79,80.97,NA,NA,NA,NA,NA,NA
"Mt Edziza","Sep","max",14.66,12,19.18,13,840.65,100,7.83,12.04,-Inf,25.89,153.17,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Sep","min",-3.46,-4.96,-2.22,0,814.25,64.46,-4.9,0,Inf,1.9,21.23,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Sep","obs_na",0,0,0,51,0,0,0,0,81,0,30,81,81,81,81,81,81
"Mt Edziza","Oct","mean",-2.02,-3.58,-0.26,0.06,824.95,88.1,-4,2.31,NA,8.23,58.05,NA,NA,NA,NA,NA,NA
"Mt Edziza","Oct","max",6.84,4.43,9.41,0.4,843.17,100,4.1,10.67,-Inf,26.27,132.33,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Oct","min",-7,-8.5,-5.82,0,801.1,35.99,-13.35,0,Inf,0,14.41,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Oct","obs_na",0,0,0,62,0,0,0,0,93,0,31,93,93,93,93,93,93
"Mt Edziza","Nov","mean",-7.88,-9.7,-6.08,0.01,819.36,92.07,-9.16,1.57,NA,5.35,23.87,NA,NA,NA,NA,NA,NA
"Mt Edziza","Nov","max",-0.25,-1.79,1.04,0.2,839.6,100,-1.65,11.56,-Inf,24.36,45.09,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Nov","min",-20.58,-23.46,-16.33,0,802.09,27.95,-22.1,0,Inf,0,4.98,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Nov","obs_na",0,0,0,60,0,0,0,0,90,0,30,90,90,90,90,90,90
"Mt Edziza","Dec","mean",-10.27,-12.26,-8.34,0.03,822.97,84.64,-12.63,1.55,NA,5.48,16.86,NA,NA,NA,NA,NA,NA
"Mt Edziza","Dec","max",-0.37,-1.87,1.72,0.8,843.45,99.77,-2.35,10.64,-Inf,30.07,31.39,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","Dec","min",-25.89,-29.12,-22.83,0,802.5,38.1,-28.46,0,Inf,0,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","Dec","obs_na",0,0,0,62,0,0,0,0,93,0,31,93,93,93,93,93,93
"Nonda","Jan","mean",-10.3,Inf,-Inf,0.08,816.93,74.35,-14.58,5.19,15.35,-Inf,20.25,NA,NA,NA,NA,NA,NA
"Nonda","Jan","max",8.11,Inf,9.82,5.8,838.19,98.32,-2.73,20.56,86.39,46.38,57.9,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Jan","min",-35.85,-39.58,-Inf,0,791.76,16.4,-39.07,0,272.01,-Inf,4.15,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Jan","obs_na",296,0,0,203,186,296,296,155,217,0,141,469,469,469,469,469,469
